Country,PWT Code,WDI Code,pop75,pop09,gpop,k1975,k2009,kpw1975,kpw2009,hc1975,hc2009,rgdpwk1975,rgdpwk2009,rgdpch1950,rgdpch1955,rgdpch1960,rgdpch1965,rgdpch1970,rgdpch1975,rgdpch1980,rgdpch1985,rgdpch1990,rgdpch1995,rgdpch2000,rgdpch2005,rgdpch2006,rgdpch2007,rgdpch2008,rgdpch2009,gy7509,prodgrowth,ki1975,ki2009,meanki,natsav09,grodomsav75,grodomsav09,govsp75,govsp09,privcap75,privcap09,fdi75,fdi09,imports75,imports09,trade75,trade09,openfrac,tradetax09,martax09,migration10,labfor75,labfor09,labpop75,labpop09,indgdp75,indgdp09,agrigdp75,agrigdp09,aggdpperagworker09,percemployagr10,natcap00,mindep09,endep09,fordep09,co2emm07,tfr75,tfr09,infmor09,malaria94,malariaecology,calories07,lifeex75,lifeex09,agedep75,agedep09,avgsch75,avgsch2010,secsch09,collegeadultpop2010,compcollegeadultpop2010,avgyrsfemaleed,testscores09,intuser09,tele09,cells09,comp05,gini75,gini09,topincsh09,botincsh09,laborshare,ethnicfractionalization,rulelaw2009,corrcon09,polrights10,instability,soccapability,thrift,obedience,perseverance,faith,techvstrad,trust,work,wellbeing,africa,asia,westerneurope,latitude,area,popden60,# missing values,,Growth rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,ZAF,25800000,49100000,1.89,3.77E+11,9.39E+11,53901.36,50061.46,1.92,2.58,20666.3789,19767.7522,3186.51,3524.26,3849.71,4626.14,5281.00,5599.59,6126.38,5561.16,5389.47,5382.75,5893.56,6960.81,7295.55,7673.23,7866.71,7588.59,0.89,-0.64,32.06,24.62,22.64,15.73,28.28,18.58,14.78,20.98,0.00,5.49,0.51,1.88,30.16,28.15,57.85,55.44,0.26,2.75, 40   ,700001,6990547,18848869,27.10,38.39,41.18,31.13,7.66,3.03,881.8,9.77,4374,2.196474918,2.81,0.34,8.98,5.25,2.51,43.1,2.27,0.91,2703,54.59,51.62,82.2,53.8,4.7,8.2,93.9,8.1,0.6,8.1,,8.96,8.76,94.15,84.58,,57.77,62.65,3.06,0.62,0.75,0.06,0.10,2,-0.02,0.62,36.90,46.80,32.90,56.20,51.60,18.80,4.1,69.1,1,,,-29.05,1226429,,2,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,ESP,35600000,46300000,0.77,1.15E+12,3.94E+12,84087.59,170419.21,2.04,2.97,38780.87299,55775.13392,3786.40,5164.55,6294.55,9335.49,11980.47,14924.10,15518.27,16048.76,19966.59,21226.89,25626.46,27986.46,28621.47,29136.95,28961.16,27633.98,1.81,-0.36,25.88,24.66,23.86,22.63,25.67,22.33,11.19,21.19,0.38,4.92,0.61,0.44,16.30,25.59,28.99,49.03,1.00,, 43   ,1750000,1.37E+07,22939493,38.48,49.55,39.92,26.17,9.71,2.66,10159.9,4.42,817,0.003529058,0.02,0.00,8.00,2.79,1.40,3.5,0.00,0.13,3721,73.32,81.53,61.0,46.8,4.3,10.4,,25.0,16.5,10.2,485.5,61.18,43.64,110.95,276.51,37.11,34.6612,42.00,6.97,0.67,0.42,1.13,1.01,1,0.18,,19.10,37.20,29.80,11.30,44.70,20.00,3,68.5,,,1,40.40,485473,0.1425,3,,1.394631921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,LKA,13800000,20900000,1.22,5.02E+10,2.07E+11,9332.17,24095.02,2.17,2.50,3060.821792,10116.76583,789.49,834.42,765.12,869.36,1123.58,1193.11,1451.51,1731.31,1896.48,2309.64,2849.30,3322.89,3538.89,3739.44,3938.76,4034.65,3.58,2.31,31.87,26.93,27.89,22.45,8.11,18.03,9.33,17.65,0.28,5.35,0.00,0.96,34.96,27.87,62.45,49.24,0.46,, 35   ,-300000,5379243,8335101,38.98,39.88,26.43,29.72,30.35,12.60,411.6,43.27,0,0,0.00,0.50,0.61,3.78,2.31,12.7,70.12,0.05,2392,65.37,74.26,70.3,46.5,6.1,8.2,,2.1,1.3,8.1,,8.75,16.92,69.42,27.22,35.30,40.26,47.79,6.94,0.78,0.41,-0.07,-0.36,4,1.33,,,,,,,,,,,1,,7.57,61956,,12,,3.065144593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts & Nevis,KNA,KNA,45170,39800,-0.37,,2413836354,,,,,,,,,,,2032.64,2609.76,3770.44,4590.95,6705.43,8486.87,10008.87,12694.32,13207.85,13429.69,13896.50,12754.13,4.67,,30.25,39.51,38.52,16.82,,6.07,,19.58,,22.32,,24.51,,68.73,,103.91,,,,,,,,,,22.44,,2.75,736.0,21.15,3516,0,0.00,,5.11,,,13.2,,,,,,,,,,96.3,,,,,34.28,41.34,167.36,234.12,,,,,,,0.75,1.11,1,-1.17,,,,,,,,,,,,,17.33,,1.5275,59,,3.451378224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,LCA,112424,160000,1.04,,6318609571,,85011.75,,,,26211.53331,,,,,4602.56,5077.68,6574.35,6439.83,9170.91,9417.57,10637.25,11764.37,12116.60,12682.84,13064.71,13096.50,2.79,,13.25,26.26,23.21,13.03,,3.35,,21.97,,16.22,,16.54,,69.33,,118.32,,,,-1000,,79943,,49.96,,18.22,,4.86,795.0,2.99,2228,0,0.00,,2.26,,2.00,18.8,,,2744,,,106.3,49.4,,,95.8,,,,,83.04,23.82,102.27,160.07,,,,,,,0.84,1.27,1,-0.75,,,,,,,,,,,,,13.88,,,50,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St.Vincent & Grenadines,VCT,VCT,92245,104700,0.37,,2171630081,,42034.22,,,,14324.203,,,,,1644.02,1536.67,1943.06,2364.21,3466.76,3767.59,4311.14,5119.56,5828.34,6771.62,7344.28,7372.56,4.61,,23.00,29.32,28.10,0.19,,-3.13,,19.97,,18.23,,18.93,,71.69,,105.51,,,,-5000,,53888,,51.47,,24.50,,7.47,1265.0,20.18,,0,0.00,0.00,1.85,4.97,2.10,11.2,,0.28,2806,62.98,71.86,112.3,50.8,,,109.1,,,,,69.59,21.08,110.90,135.10,,,,,,,0.88,1.11,,-0.90,,,,,,,,,,,,,13.25,,,47,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,SDN,SDN,16100000,42800000,2.88,,1.22E+11,,8915.45,1.27,1.73,4598.85585,6957.572482,,,,,1438.85,1478.01,1451.40,1060.56,1175.85,1307.98,1773.40,1875.36,1954.38,2065.85,2131.59,2188.43,1.15,,7.36,21.51,8.43,19.22,10.02,19.41,13.03,13.85,,4.86,0.03,4.91,22.70,20.83,34.80,35.88,,,,135000,5174322,13462264,32.14,31.45,13.99,26.01,40.57,29.69,285.9,51.54,15866,0.040103356,11.11,0.00,0.28,6.57,4.06,69.3,98.02,20.20,2266,47.97,58.48,90.8,74.6,0.7,3.1,38.0,2.6,1.7,2.3,,9.94,0.88,36.29,89.70,,,,,,0.71,-1.34,-1.24,7,2.65,,,,,,,,,,1,,,13.77,2507269,,26,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,SUR,362730,481000,0.83,,27904776115,,156328.63,,,28477.319,26561.95824,,,,,7107.26,7690.10,8693.17,9810.30,8738.72,6924.58,6527.52,9289.50,9457.75,10179.73,10497.14,10651.14,0.96,,23.08,68.54,35.04,80.13,33.76,,20.75,,,,0.22,,68.92,,132.15,,,,,-5000,97952.74,192877,27.00,40.10,40.72,,7.91,,1155.9,16.79,1267,,,,4.77,4.74,2.37,23.6,18.93,1.61,2468,64.63,69.22,106.3,54.5,,,,,,,,31.36,16.11,146.98,45.72,,,,,,,-0.13,-0.33,2,-0.18,,,,,,,,,,,,,4.10,149500,,46,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,SWZ,SWZ,520864,1337000,2.77,,9440387430,,18302.52,1.71,2.39,6744.868649,10058.95097,,,,,1222.50,2204.95,2228.97,2467.35,3080.10,3084.77,3174.03,3316.00,3379.72,3455.41,3442.62,3439.25,1.31,,18.69,10.45,23.30,-1.86,34.62,0.22,17.26,27.02,5.02,5.83,5.02,2.19,56.89,76.47,129.83,136.26,,, 33   ,-6000,170274.8,457133,32.69,34.19,32.92,49.38,32.92,7.34,468.0,28.79,7950,0,0.00,0.06,0.92,6.82,3.45,52,10.38,3.72,2307,50.94,46.32,103.0,74.5,2.9,7.1,,3.7,3.1,7.4,,7.60,3.71,55.36,32.15,,50.68,55.90,4.45,,0.06,-0.63,-0.27,7,-0.02,,,,,,,,,,1,,,-26.65,17184,,22,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,SWE,8192567,9060000,0.30,3.97E+11,7.66E+11,96069.90,156428.72,2.74,3.17,42294.19893,63450.54145,10294.62,11744.07,13322.57,16404.08,19142.85,21317.47,22415.81,24112.13,26584.36,26510.97,30646.69,34856.35,36226.57,37367.22,37239.02,35224.61,1.48,0.43,21.57,17.31,17.98,22.90,26.16,23.44,24.19,27.79,0.31,10.38,0.10,2.84,27.70,41.63,55.77,90.14,1.00,, 56.74   ,150000,4129285,5029665,50.40,55.52,36.33,25.12,6.23,1.74,23835.6,2.54,5943,0.221802721,0.00,0.00,5.38,1.78,1.94,2.3,0.00,0.00,3116,74.98,81.35,55.8,52.8,8.5,11.6,,25.3,16.7,11.8,494.5,90.28,55.32,122.83,763.01,27.31,25,36.63,9.12,0.77,0.06,1.93,2.23,1,-1.10,,38.30,15.60,48.70,6.10,50.60,68.00,2.6,77.2,,,1,62.75,433619,,3,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,CHE,6403500,7604000,0.51,5.26E+11,1.03E+12,166970.56,238844.81,2.75,2.78,53197.93924,68798.8522,13662.03,16241.25,18955.18,22069.62,25963.87,26166.20,29776.21,31229.03,34956.14,33568.12,36415.73,37568.61,38816.80,39911.44,40562.51,39621.20,1.22,0.39,23.10,23.27,25.78,29.32,28.94,30.67,9.42,11.33,,-7.00,,5.61,26.22,40.74,56.36,92.42,1.00,, 40   ,100000,3149657,4379137,49.19,57.59,,26.81,,1.18,,4.99,8725,0,0.00,0.00,5.03,1.60,1.50,4,0.00,0.00,3421,74.67,82.04,53.9,47.7,9.2,10.3,,18.4,12.2,9.6,525.5,70.88,60.15,119.71,864.58,,33.682,41.33,7.55,0.76,0.53,1.75,2.01,1,-1.21,,23.40,18.50,72.50,12.60,,53.90,3,78.0,,,1,46.84,41452,,10,,2.004073127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syria,SYR,SYR,7415548,21800000,3.17,2.51E+10,1.43E+11,14318.71,20061.44,1.58,2.08,11597.76426,12628.00763,,,1600.01,1996.89,1826.89,2745.95,3102.62,3029.82,2571.97,3272.55,3485.52,3850.04,4008.34,3957.46,3919.39,4002.14,1.11,-0.62,18.95,22.82,17.67,37.22,14.12,14.48,21.09,13.51,,,0.00,2.75,34.63,35.72,56.51,69.60,,,,800000,1755745,6908985,23.68,31.69,,33.73,,21.00,1534.2,20.02,,0.136640506,10.02,0.00,3.48,7.51,3.14,14.2,37.62,0.06,3049,59.33,74.42,104.9,61.8,2.0,4.9,74.7,3.6,2.3,4.5,,18.66,18.35,45.97,42.01,,35.78,43.93,7.68,,0.54,-0.47,,7,0.68,0.57,,,,,,,,,,,,34.93,193961,,22,,1.51604463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,TWN,TWN,16000000,23000000,1.07,1.13E+11,1.59E+12,19276.16,,2.38,3.13,,,,1537.84,1826.40,2465.62,3501.50,4885.88,7368.36,9319.95,13660.52,18487.45,23227.95,26999.76,28867.25,30920.47,29647.54,28694.18,5.21,,23.86,17.96,23.50,27.77,,,,,,,,,,,,,1.00,,,,5846600,,,,,,,,,,,,,,,,,,0.00,1.54,,,,,,5.5,11.0,,35.0,10.6,10.5,,,,,,31.20,,,,,,0.93,0.57,1,-0.54,1.05,68.20,16.50,33.60,8.90,,24.20,,73.1,,1,,23.64,32920,0.2471,55,,1.888674144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,TJK,TJK,3448869,7349000,2.23,,13521764112,,4353.59,2.47,2.87,,4683.827552,,,,,,,,,,969.67,1060.87,1523.25,1531.10,1763.72,1956.67,1872.64,,,,6.96,,-22.70,,-21.27,,28.34,,0.32,,0.32,,56.34,,69.75,0.11,,,-200000,,2938200,,39.98,,23.67,,22.42,217.5,27.43,,0,0.18,0.00,1.07,6.40,3.35,51.8,0.00,0.02,2127,61.30,67.01,100.3,68.3,6.3,9.8,,5.9,3.8,10.0,,10.07,4.17,70.48,,,33.6,41.87,7.80,,0.51,-1.22,-1.11,6,1.00,,,,,,,,,,,,,38.51,146659,,43,,5.782109114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,TZA,16100000,41000000,2.75,1.88E+10,89992885423,2381.86,4490.01,1.44,2.04,1355.938814,2280.00911,,,481.38,557.40,622.77,663.33,674.73,606.97,663.35,641.80,719.34,940.95,983.66,1039.49,1135.06,1189.05,1.72,0.23,19.20,22.53,20.33,18.99,,17.88,,19.78,,1.95,,1.94,,35.15,,58.38,0.14,, 30   ,-300000,7876194,21381882,48.92,52.15,,24.28,,28.79,,73.28,3936,2.278022644,0.25,0.00,0.15,6.75,5.52,68.4,100.00,6.37,2017,48.67,56.29,95.9,91.6,2.2,5.1,27.4,0.7,0.5,4.5,,1.55,0.40,39.94,7.39,44.00,37.58,44.83,6.80,,0.74,-0.44,-0.42,4,-0.08,,53.50,76.10,56.70,75.10,58.00,8.10,4.4,83.5,1,,,-6.40,944552,,15,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,THA,THA,42300000,65900000,1.30,2.17E+11,1.70E+12,10815.92,45174.93,1.73,2.43,3927.788597,13278.85801,1014.17,738.56,961.44,1174.66,1576.08,1866.40,2442.54,3028.77,4455.12,6162.25,5762.35,7110.57,7438.90,7753.31,7857.06,7794.25,4.20,1.52,35.52,22.26,35.20,32.24,22.12,32.37,10.32,13.29,0.58,-1.93,0.58,1.89,22.98,57.85,41.35,126.22,1.00,4.56, 37   ,300000,2.01E+07,38681133,47.52,58.70,25.78,43.31,26.87,11.63,486.7,41.12,,0.00711319,2.99,0.17,4.14,4.49,1.82,12,55.68,6.54,2529,62.21,69.05,85.9,41.4,3.4,6.6,75.6,9.1,8.9,6.2,422.0,25.80,10.37,122.57,58.34,41.74,53.57,58.58,3.86,,0.63,-0.13,-0.23,5,1.11,0.50,58.70,54.70,46.90,30.00,,41.50,,,,1,,15.08,506001,0.1132,5,,1.862544545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,TLS,676582,1132000,1.51,,2695136708,,6093.18,,,,2951.896528,,,,,,,,,,,1132.59,919.67,902.49,1088.46,956.92,1155.06,,,,18.87,,-49.93,,,,,,,,,,,,,,,,10000,,442943,,39.13,,,,,,79.59,915,,,,0.17,5.15,6.38,48.1,,,2016,35.13,61.58,80.9,92.1,,,51.2,,,,,,,,,,31.93,41.27,8.95,,,-1.25,-0.99,,0.48,,,,,,,,,,,,,,,0.5157,69,,4.363342405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,TGO,2203646,6405000,3.14,6.33E+09,10961017484,7440.80,3826.89,1.36,2.12,3447.651453,1588.690316,,,765.23,1056.47,1239.43,1331.59,1335.63,966.15,1051.17,884.91,838.73,737.84,752.16,743.00,730.39,734.13,-1.75,-2.50,35.38,17.54,22.14,-5.46,17.38,,21.71,,0.95,,0.84,1.76,53.69,,97.10,,,18.29,,-5430,851118.4,2959733,38.62,46.21,26.53,,26.61,,,53.41,,1.30197549,0.00,2.30,0.21,7.28,4.17,64.3,100.00,25.08,2146,52.14,62.87,94.6,76.7,1.0,5.3,,2.5,1.6,3.3,,5.38,2.70,33.05,30.11,,34.41,47.06,5.44,,0.71,-0.90,-1.08,5,0.21,,,,,,,,,,,1,,8.55,60297,,26,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,TON,TON,89200,105000,0.48,,1971263919,,46459.34,2.48,2.91,,19683.22636,,,,,2742.25,2800.86,3465.31,5135.13,5322.50,6121.87,6485.21,7822.86,7966.48,7586.09,7797.16,7875.62,3.04,,27.43,25.41,21.16,-19.23,-1.90,-19.25,12.99,19.67,0.00,,,4.71,70.82,58.49,112.15,71.65,,,,-9000,,42012,,40.01,10.37,18.49,50.11,19.64,1412.5,26.92,30977,0,0.00,0.04,1.71,5.43,3.93,16.6,,,,66.32,72.01,99.6,76.3,6.7,10.5,,7.7,5.0,10.2,,8.08,29.82,50.98,49.03,,,,,,,-0.03,-0.70,5,-0.20,,,,,,,,,,,,,,,0.2825,35,,-0.084632207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad &Tobago,TTO,TTO,1006931,1230000,0.59,2.28E+10,65529676837,61916.63,101589.24,2.31,2.73,28102.06885,54307.94547,3546.39,4315.15,6449.94,7649.83,9681.88,10267.98,12592.11,9708.76,9211.75,10072.27,15035.28,22922.41,23496.48,26263.31,31684.80,30994.84,3.25,1.12,32.09,11.79,26.50,47.41,45.13,,12.29,,3.76,,3.81,3.34,35.20,,88.18,,0.23,,,-20000,367914.1,701990,36.54,57.07,,52.47,,0.42,767.6,6.55,3939,0,28.23,0.00,27.86,3.41,1.65,31.1,0.00,0.25,2713,66.41,69.57,75.3,37.8,6.4,9.2,,3.9,3.1,9.4,412.0,36.23,23.52,147.17,79.40,46.09,,,,0.69,0.65,-0.19,-0.09,2,-0.02,1.15,32.30,72.30,26.10,68.90,,3.80,,,,,,10.42,4857,,16,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,TUN,5703966,10400000,1.77,,2.25E+11,,58719.36,1.49,2.37,10011.2353,17047.31361,,,,1937.30,2076.95,2709.92,3162.02,3348.75,3354.39,3679.17,4623.63,5379.79,5651.32,5938.17,6184.57,6300.92,2.48,,56.09,30.93,41.75,22.13,26.15,23.46,14.61,13.12,,3.63,,4.03,32.92,55.34,63.96,107.33,0.31,5.83,,-20000,1543995,3843982,27.07,36.96,25.93,29.97,18.48,7.78,1336.4,20.54,3504,0.969486725,3.52,0.11,2.33,5.86,2.05,17.9,0.00,0.13,3312,58.55,74.45,89.8,42.8,1.3,6.5,,9.6,6.2,5.5,386.0,33.55,12.26,93.50,56.65,44.00,40.81,47.15,5.93,0.62,0.04,0.22,0.02,7,-0.23,-0.18,,,,,,,,,,1,,34.09,155245,1.6433,18,,3.255439277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,TUR,TUR,40500000,76800000,1.88,2.66E+11,1.47E+12,16288.34,56030.30,1.73,2.56,12588.98521,29698.61786,2229.22,2933.01,3243.48,3648.62,4416.63,5066.68,5412.18,5959.83,6892.54,7356.68,8396.58,9721.14,10213.65,10549.19,10451.69,9909.50,1.97,0.54,20.53,15.03,16.34,14.91,11.91,13.75,11.01,14.71,0.26,1.15,0.26,1.37,11.23,24.42,15.66,47.66,0.31,1.19, 35   ,-44272,1.63E+07,25625750,40.25,33.37,23.28,25.79,36.50,9.34,1948.0,19.81,,0.036927138,0.19,0.00,3.95,5.13,2.10,18.5,17.50,0.02,3482,58.39,72.05,84.4,48.6,2.3,6.5,,8.8,5.8,5.5,449.5,35.30,22.10,83.91,52.05,51.00,39.74,45.83,5.65,,0.32,0.12,0.09,3,0.88,0.88,39.10,46.00,36.80,42.30,,4.90,4,68.3,,,,39.02,790419,,4,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,TKM,TKM,2523906,4885000,1.94,,53821806539,,22982.39,,,,13827.84492,,,,,,,,,,3612.45,4370.61,5144.97,5587.62,6196.92,6706.50,6934.25,,,,4.43,,36.91,,41.17,,9.92,,,,6.79,,45.85,,121.44,,,,-25000,,2449679,,50.15,,53.54,,12.26,1361.8,29.69,,0,30.43,,9.20,5.78,2.43,41.5,0.00,0.06,2754,59.55,65.05,92.0,50.9,,,,,,,,1.57,9.35,29.35,,,,,,,,-1.37,-1.43,7,-0.18,,,,,,,,,,,,,39.13,476077,0.3569,57,,2.30545573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,UGA,UGA,11000000,32400000,3.18,1.04E+10,47679419623,2069.11,3405.62,1.44,2.01,1647.029679,2640.057577,631.45,654.39,655.38,731.43,816.94,752.59,542.01,512.99,553.07,691.32,820.50,1000.12,1027.60,1064.01,1122.22,1151.70,1.25,0.24,6.19,17.80,12.38,12.24,5.79,12.52,,11.39,,3.89,0.09,3.76,10.92,34.64,19.57,58.03,0.34,9.56, 30   ,-135000,5026309,14134130,45.69,43.62,8.16,25.78,72.18,24.68,84.2,73.45,,0,0.00,4.71,0.10,7.10,6.25,79.4,100.00,6.49,2247,50.89,53.41,99.9,105.8,1.5,4.7,27.4,4.0,2.5,3.8,,9.78,0.71,28.69,8.68,,,50.73,5.84,,0.93,-0.43,-0.87,5,1.06,,10.70,71.70,35.30,68.50,,7.60,4.3,67.7,1,,,1.22,240492,,9,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,UKR,UKR,49000000,45700000,-0.21,,6.30E+11,,27563.07,2.68,3.31,,12715.9123,,,,,,,,,,4003.15,3918.16,6028.72,6531.35,7123.80,7361.90,6404.89,,,,11.81,,11.02,,15.38,,19.17,,2.73,,4.24,,48.04,,94.34,,2.20, 15   ,-80000,,23018662,,50.37,,29.37,,8.22,1134.9,11.48,,0,3.78,0.00,6.82,2.02,1.46,13.3,0.00,0.02,3230,69.12,69.19,50.3,42.0,6.5,11.3,94.5,39.2,25.5,11.2,,33.25,28.31,120.27,38.45,,27.51,37.08,9.36,,0.47,-0.73,-0.90,3,0.27,,41.90,51.20,49.80,16.00,31.80,27.50,3.4,48.1,,,,49.06,586549,0.3286,32,,1.157199616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,ARE,522571,4798000,6.52,,6.42E+11,,213256.52,1.56,2.77,,88056.85135,,,,,,,,,41409.23,38579.19,37938.40,47692.29,51469.95,53955.87,56429.57,52945.86,,,,41.89,,32.31,75.90,,8.29,,,,,,29.01,,103.24,,,,0,342979,,2884889,,60.13,79.09,,0.83,,,3.06,7167,,,,31.03,6.01,1.90,6.8,3.36,0.01,3138,64.71,77.88,43.3,25.2,2.8,9.3,95.2,20.2,12.9,9.1,459.5,82.15,33.95,232.07,196.76,,,,,,,0.52,1.04,,-0.91,,,,,,,,,,,,,23.54,102580,,49,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,GBR,56200000,62000000,0.29,1.78E+12,4.35E+12,68610.04,136494.22,2.56,2.86,38299.28015,65181.91298,10398.88,11924.54,12841.08,14357.12,15829.06,17650.38,19109.90,20946.82,24437.48,26134.32,30231.26,34181.11,34956.00,35651.76,35433.82,33383.26,1.87,0.67,13.46,14.40,15.28,12.01,17.81,11.23,22.42,23.45,-0.16,3.15,1.40,3.35,26.86,30.04,52.26,57.70,1.00,, 40   ,947621,2.59E+07,31753627,46.09,51.22,38.96,21.04,2.72,0.72,14382.0,1.47,,0,1.21,0.00,8.84,1.81,2.00,4.6,0.00,0.00,3442,72.72,80.05,59.7,51.2,7.4,9.3,,21.7,14.4,9.5,503.0,83.19,54.36,129.98,599.82,23.30,,,,0.75,0.12,1.71,1.54,1,-0.30,,25.40,46.20,39.90,18.80,,30.50,,73.6,,,1,53.89,219141,,9,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,USA,216000000,307000000,1.03,9.12E+12,3.21E+13,95465.97,201618.40,3.16,3.28,50255.01236,79357.32756,13185.08,15149.16,15438.08,18351.24,20479.87,22219.23,25090.04,28403.92,31636.30,33689.04,39175.21,42534.82,43258.35,43690.91,43324.94,41099.10,1.81,0.54,15.14,16.56,19.33,11.35,18.42,11.42,17.89,17.21,-0.40,-1.14,0.16,0.95,7.56,13.92,16.10,25.09,1.00,1.03, 35   ,5051899,9.55E+07,158995068,44.21,51.79,33.24,,4.07,,,1.66,9279,0.056744594,0.68,0.00,19.34,1.77,2.05,6.8,0.00,0.06,3770,72.60,78.66,55.4,49.5,11.4,12.4,,34.2,20.0,12.5,494.5,78.14,50.49,97.20,762.15,34.42,40.81,45.82,5.44,0.74,0.49,1.53,1.18,1,-0.41,,,,,,39.40,,3.1,79.0,,,,45.62,9400722,,10,,1.968939344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,URY,2843540,3294000,0.43,3.08E+10,74996279718,24649.98,45984.96,2.28,2.71,11860.86851,22016.54003,4281.60,5151.35,4753.07,4486.20,4864.29,5211.84,6637.21,5167.03,6049.03,7749.49,8501.41,8908.40,9277.74,9959.33,10859.15,11069.14,2.22,0.87,16.69,22.58,17.84,19.57,15.40,18.88,14.02,12.88,,1.75,0.64,4.00,20.28,25.54,37.06,52.02,0.29,3.37, 25   ,-50000,1249494,1656107,43.94,50.28,,25.85,,9.79,5421.4,9.93,,0,0.00,0.35,1.87,2.93,2.00,11.3,0.00,0.00,2818,69.30,76.11,59.6,57.7,5.6,8.4,,8.8,6.4,8.7,427.0,55.46,28.50,113.66,125.02,,42.42,48.64,5.63,0.58,0.25,0.72,1.22,1,-0.88,1.59,,,,,,,3.3,66.1,,,,-32.87,175471,,12,,2.01836228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,UZB,14000000,27600000,2.00,,1.26E+11,,10033.34,,,,5189.227651,,,,,,,,,1871.65,1339.20,1462.68,1802.08,1925.80,2083.12,2245.23,2384.45,,,,19.23,,28.91,,26.04,,17.80,,,,2.34,,36.44,,72.82,,,,-400000,,12682189,,45.95,,33.19,,19.50,1177.4,21.43,,0,17.81,0.00,4.32,5.67,2.65,31.8,0.00,0.05,2525,63.98,67.94,95.6,51.0,,,103.5,,,,,16.89,6.69,59.13,,,36.72,44.19,7.14,,0.41,-1.22,-1.26,7,0.91,,,,,,,,,,,,,41.77,445830,0.1462,50,,1.740215202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,VUT,VUT,99700,219000,2.31,,4234634947,,37529.54,,,,11585.92848,,,,,3076.27,4168.24,3887.49,5039.86,4707.25,5526.63,5533.11,5354.56,5636.33,6043.97,6356.92,6536.01,1.32,,27.08,30.14,28.24,21.42,,,,,,,,5.33,,,,,,,,0,,123545,,56.41,,,,,980.2,30.49,27227,0,0.00,0.00,0.45,5.93,3.88,14.3,,4.94,2722,55.51,70.58,93.7,72.1,,,47.3,,,,,7.09,3.01,52.73,14.47,,,,,,,0.40,0.40,2,-1.27,,,,,,,,,,,,,,,,52,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
